"sold","brand","battery_health_report","blind_spot_monitoring","rain_sensing_wipers","heated_seats","ventilated_seats","sunroof","wireless_phone_charging","apple_carplay_or_android_auto","navigation_system","voice_control","regenerative_braking_system","fast_charging_capabilities","range_estimator","black_and_white_premium_interior","glass_roof","subzero_weather_package","keyless_entry","ash_wood_decor","customer_age","customer_income","dealership_size","dealership_location","dealership_years_experience","customer_sex","trade_in","customer_satisfaction","price","seller_sex","seller_experience","trade_in_model","trade_in_mileage","trade_in_exterior_condition","trade_in_tire_condition","trade_in_engine_size","trade_in_value","longitude","latitude","state","customer_id","car_models","trade_in_fuel_type","trade_in_transmission_type"
0,"Tesla",1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,64,70352,5,"Suburban",38,"Male",1,4.6361629390907,85863.3344154805,"Male",25.4200061985162,"Chevrolet Equinox",65000,1,3,2.4,17410.403306084,-117.591245840093,43.2986153560063,"Oregon",4059,"Chevrolet Equinox","gasoline","automatic"
0,"Tesla",0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,54,143461,3,"Suburban",25,"Female",0,3.89021576667838,53837.9354146309,"Female",10.4200061985162,"Ford F-150",80000,4,2,5.4,26993.7348510951,-120.818279199352,45.4212562800576,"Oregon",4060,"Ford F-150","gasoline","automatic"
0,"Ford",0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,24,59453,5,"Suburban",20,"Female",0,4.23530649741876,39954.843147425,"Female",-1.57999380148378,"Volkswagen Tiguan",95000,2,4,5.8,26112.9297841913,-119.730040242717,44.2345625031995,"Oregon",4061,"Volkswagen Tiguan","gasoline","automatic"
1,"Toyota",0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,63,47953,4,"Suburban",9,"Male",1,3.215642934442,39055.7011351106,"Male",27,"Smart Fortwo",1e+05,3,3,3.3,28184.8823398473,-116.756916416629,45.6445795255591,"Oregon",4062,"Smart Fortwo","electric","automatic"
0,"Tesla",1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,30,91307,5,"Urban",17,"Male",1,5.19388906471175,73451.8161136657,"Female",17.4200061985162,"Tesla Model 3",75000,1,5,1.8,30000,-117.872454313153,45.0911303445993,"Oregon",4063,"Tesla Model 3","electric","automatic"
1,"Toyota",0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,44,58033,5,"Urban",2,"Female",0,3.48019746970547,36004.2871767655,"Female",20,"Kia Rio",65000,4,4,5.7,30000,-120.231153641271,43.5559543390409,"Oregon",4064,"Kia Rio","electric","automatic"
1,"Toyota",1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,64,124934,4,"Rural",19,"Female",1,3.35715325633715,21703.8292058278,"Male",2,"Volvo XC40",105000,3,3,5.4,23859.4413551366,-118.749994362,42.2230236895562,"Oregon",4065,"Volvo XC40","gasoline","automatic"
0,"Tesla",1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,57,214689.945610189,3,"Rural",38,"Female",1,4.74964338745078,62876.9355686381,"Male",13.4200061985162,"Chevrolet Silverado",140000,3,2,2.2,23695.8494655955,-118.114871756367,45.1601187969925,"Oregon",4066,"Chevrolet Silverado","gasoline","automatic"
0,"Ford",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,59,36752,3,"Rural",1,"Male",0,3.60676762039272,26081.9800582249,"Female",19.4200061985162,"Honda Fit",50000,4,2,3.3,30000,-120.569162619228,43.7935561776382,"Oregon",4067,"Honda Fit","gasoline","manual"
0,"Tesla",1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,50,142872,2,"Urban",15,"Female",1,4.85817395921806,61298.4070763923,"Male",17.4200061985162,"Kia Optima",75000,4,1,4.5,26832.6896857283,-120.709738357989,45.3952485524643,"Oregon",4068,"Kia Optima","gasoline","automatic"
1,"Toyota",0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,60,136512,3,"Suburban",42,"Male",1,3.35983444382547,44198.6372985877,"Female",16,"Audi Q3",110000,1,3,3.5,21292.8551096057,-116.858421329969,45.7064125191876,"Oregon",4069,"Audi Q3","gasoline","automatic"
0,"Toyota",1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,40,132429,1,"Rural",27,"Male",1,3.05646233437029,30609.5305643976,"Male",0.420006198516223,"Hyundai Tucson",35000,1,2,3,30000,-118.697690046568,43.0837449228644,"Oregon",4070,"Hyundai Tucson","gasoline","automatic"
0,"Ford",0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,31,76977,1,"Urban",9,"Male",0,4.14688420804568,40747.8250842541,"Male",26.4200061985162,"Chevrolet Spark",110000,1,1,2.9,30000,-123.460586802928,44.4958399628759,"Oregon",4071,"Chevrolet Spark","gasoline","manual"
1,"Ford",0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,32,76061,3,"Urban",17,"Female",0,3.39778328709838,31887.2622200288,"Male",7,"Infiniti QX30",130000,3,2,4.7,26255.2766823245,-123.532222948583,43.6458802740472,"Oregon",4072,"Infiniti QX30","electric","automatic"
1,"Toyota",0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,52,38041,4,"Rural",23,"Male",1,3.62407701692432,44996.1569102365,"Male",11,"Honda Civic",90000,4,2,5.2,30000,-123.673699008473,43.9306406466649,"Oregon",4073,"Honda Civic","gasoline","CVT"
0,"Tesla",0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,52,95999,1,"Urban",49,"Female",1,5.09333120006326,61536.499238573,"Male",2.42000619851622,"Dodge Grand Caravan",110000,3,4,5.6,14827.7803732402,-119.986714446038,42.8733479942071,"Oregon",4074,"Dodge Grand Caravan","gasoline","automatic"
0,"Toyota",0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,41,136435,2,"Urban",4,"Male",1,3.96735739324405,31228.0722358264,"Female",20.4200061985162,"BMW i3",145000,2,2,4.5,13139.2103559176,-118.000325096848,45.9710347023679,"Oregon",4075,"BMW i3","electric","automatic"
0,"Tesla",1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,33,135831,3,"Rural",32,"Male",0,4.63375584373787,53209.0274593793,"Female",16.4200061985162,"Mini Cooper",120000,2,2,2.2,30000,-119.43497167984,42.6630791328425,"Oregon",4076,"Mini Cooper","gasoline","manual"
0,"Toyota",0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,59,88111,5,"Rural",50,"Male",1,3.66625184769149,26174.7093778104,"Female",11.4200061985162,"Acura RDX",115000,5,2,2.2,25929.6860426258,-124.1254814755,44.5021835231995,"Oregon",4077,"Acura RDX","gasoline","automatic"
0,"Tesla",1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,42,90944,2,"Rural",14,"Female",1,4.33863958800028,79717.4809826538,"Male",17.4200061985162,"Toyota Corolla",105000,4,5,5.9,18544.3715204597,-117.568864396569,43.8439216587065,"Oregon",4078,"Toyota Corolla","gasoline","CVT"
0,"Ford",0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,21,133730,5,"Rural",32,"Female",1,4.06972605248344,26591.3931280375,"Female",21.4200061985162,"Honda Odyssey",65000,4,2,5.8,18549.2421298107,-118.155073473243,44.7883058842404,"Oregon",4079,"Honda Odyssey","gasoline","automatic"
1,"Toyota",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,64,45876,2,"Urban",6,"Female",1,3.45852786798103,43741.2621009862,"Female",5,"Ford Focus",45000,2,4,5.2,24382.2254790944,-122.759192886322,44.4352436069781,"Oregon",4080,"Ford Focus","gasoline","manual"
1,"Toyota",0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,43,249321.156118788,5,"Rural",24,"Female",1,3.85456756015011,43749.036116153,"Female",12,"Jeep Wrangler",45000,3,4,2,30000,-123.010955978346,44.4391871227178,"Oregon",4081,"Jeep Wrangler","gasoline","manual"
0,"Tesla",0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,60,47924,4,"Suburban",12,"Female",0,5.13302154797416,78849.2039288394,"Female",-0.57999380148378,"Honda Ridgeline",20000,5,4,2.7,30000,-121.222525535004,45.080021695027,"Oregon",4082,"Honda Ridgeline","gasoline","automatic"
1,"Ford",1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,47,96972,2,"Rural",40,"Male",1,3.65594901850809,60121.2118024123,"Male",10,"Chevrolet City Express",70000,4,5,3.1,28086.1127561294,-123.742173537412,45.547038649298,"Oregon",4083,"Chevrolet City Express","gasoline","automatic"
1,"Tesla",1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,52,71847,5,"Suburban",1,"Female",1,4.0059893408459,69843.3962210314,"Male",2,"Chevrolet Silverado",105000,4,3,3.3,30000,-123.57705292295,44.8448627248214,"Oregon",4084,"Chevrolet Silverado","gasoline","automatic"
1,"Ford",1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,36,125321,5,"Rural",4,"Male",1,3.9558015452304,59678.5858061048,"Female",25,"Chevrolet Spark",110000,5,2,4.3,30000,-118.267759649699,42.3029303958534,"Oregon",4085,"Chevrolet Spark","gasoline","manual"
1,"Toyota",0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,59,140136,1,"Suburban",38,"Female",1,4.31397577167567,30316.4559080033,"Male",27,"Kia Rio",125000,3,4,5.9,21747.9039625218,-121.251087988843,44.3318217876537,"Oregon",4086,"Kia Rio","electric","automatic"
0,"Toyota",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,56,119915,2,"Suburban",6,"Male",1,3.11984278962525,31604.0327376686,"Male",5.42000619851622,"Tesla Model Y",150000,5,5,6,17630.492339099,-122.113596743017,44.6929732198745,"Oregon",4087,"Tesla Model Y","electric","automatic"
0,"Ford",0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,57,86690,1,"Rural",16,"Female",1,4.45659056801112,47742.4923866056,"Male",-0.57999380148378,"Infiniti QX30",15000,4,2,2,30000,-119.304654161211,44.9776802893665,"Oregon",4088,"Infiniti QX30","electric","automatic"
0,"Ford",0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,61,83197,3,"Suburban",7,"Female",1,4.27038251065685,26475.3109018784,"Male",11.4200061985162,"Porsche Cayenne",135000,2,3,4.4,10958.4275729722,-117.744171514289,43.8714812860362,"Oregon",4089,"Porsche Cayenne","gasoline","automatic"
0,"Tesla",1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,32,131588,3,"Suburban",24,"Female",0,4.1396117291757,85935.3100392036,"Male",2.42000619851622,"Volvo S60",135000,2,1,4.8,24352.8040754412,-117.387366547041,44.184596671226,"Oregon",4090,"Volvo S60","gasoline","automatic"
0,"Toyota",0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,33,135454,1,"Rural",29,"Male",1,3.85238670123737,37081.3767751679,"Male",10.4200061985162,"Acura RDX",135000,1,1,2.5,20257.8995170151,-118.303635682155,44.3048052717822,"Oregon",4091,"Acura RDX","gasoline","automatic"
1,"Toyota",0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,18,74403,3,"Urban",23,"Female",0,3.40813127549454,40408.8640000555,"Female",25,"Nissan Leaf",60000,3,3,6,21695.7926128735,-123.077189755952,44.6879972145476,"Oregon",4092,"Nissan Leaf","electric","automatic"
0,"Tesla",1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,51,124064,1,"Suburban",22,"Female",1,5.15187728477974,49526.5803742222,"Male",10.4200061985162,"Honda CR-V",75000,3,5,3.4,30000,-119.554377176768,42.7347306075501,"Oregon",4093,"Honda CR-V","gasoline","CVT"
0,"Tesla",1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,44,85672,2,"Rural",3,"Female",1,5.02190493853462,58004.0499079041,"Female",24.4200061985162,"Acura ILX",50000,1,3,3.6,16704.8462046384,-118.692653492136,43.9849102973947,"Oregon",4094,"Acura ILX","gasoline","automatic"
0,"Tesla",1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,43,90299,5,"Rural",21,"Male",1,4.41594930012254,85228.7143911235,"Male",19.4200061985162,"Honda CR-V",45000,1,1,3.3,26414.9624762083,-122.970152163968,45.0909292881053,"Oregon",4095,"Honda CR-V","gasoline","CVT"
1,"Toyota",0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,19,67167,5,"Rural",41,"Female",0,3.03656659712011,22104.5488299802,"Female",8,"Mazda5",75000,5,1,4,30000,-118.351103738138,45.8951773188257,"Oregon",4096,"Mazda5","gasoline","manual"
1,"Tesla",1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,26,140618,1,"Suburban",16,"Male",0,4.14047046295859,67413.3929950884,"Male",14,"Ford Focus",135000,1,1,2.1,21473.655910217,-123.598370541233,45.117894414204,"Oregon",4097,"Ford Focus","gasoline","manual"
0,"Tesla",1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,25,101193,2,"Urban",47,"Male",0,5.44089720305511,80947.7911540307,"Female",19.4200061985162,"Nissan Frontier",75000,3,2,1.4,30000,-122.048677774769,43.1800709553677,"Oregon",4098,"Nissan Frontier","gasoline","automatic"
0,"Ford",0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,36,37953,3,"Urban",25,"Male",0,3.21325563748354,38394.1165683791,"Female",0.420006198516223,"Toyota Yaris",110000,5,3,3.8,18331.4541417812,-119.03050594389,43.7087481760297,"Oregon",4099,"Toyota Yaris","gasoline","manual"
1,"Ford",0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,18,109393,1,"Urban",37,"Male",1,3.45179756327518,43113.1611589459,"Female",7,"Hyundai Tucson",15000,2,5,6,30000,-120.986484305153,44.568376036418,"Oregon",4100,"Hyundai Tucson","gasoline","automatic"
1,"Toyota",0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,19,79766,1,"Rural",36,"Female",0,4.54890567617335,34465.6491777394,"Male",21,"Chevrolet City Express",25000,4,5,2.7,18595.9525147754,-121.066098987591,42.0189369318092,"Oregon",4101,"Chevrolet City Express","gasoline","automatic"
0,"Tesla",1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,56,65194,1,"Suburban",9,"Male",0,4.17749210513721,59789.0338487923,"Male",12.4200061985162,"Dodge Grand Caravan",75000,1,2,1.4,25550.3571988196,-122.846183906357,42.6428834154596,"Oregon",4102,"Dodge Grand Caravan","gasoline","automatic"
0,"Toyota",0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,38,65155,1,"Urban",22,"Male",1,3.80456711798964,36816.7303153314,"Female",8.42000619851622,"Audi e-Tron",80000,2,5,1.5,29782.9400314403,-120.853524129072,43.565755106563,"Oregon",4103,"Audi e-Tron","electric","automatic"
1,"Tesla",1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,39,69944,1,"Rural",20,"Male",0,4.71756440251921,89942.6467608428,"Female",30,"Infiniti Q50",75000,5,3,5.7,26883.8502252796,-123.159026021095,44.7154090694557,"Oregon",4104,"Infiniti Q50","gasoline","automatic"
0,"Tesla",1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,32,137840,3,"Rural",26,"Female",1,4.51076185845506,69192.8979801014,"Male",14.4200061985162,"Mazda5",80000,1,3,5.9,14338.4778986518,-123.902858940937,44.392246597619,"Oregon",4105,"Mazda5","gasoline","manual"
0,"Tesla",1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,33,43401,2,"Suburban",48,"Male",0,4.88443834162029,56481.1304188333,"Male",22.4200061985162,"Mercedes-Benz Metris",110000,3,2,1.4,17919.0691456045,-117.314554446102,45.581014240514,"Oregon",4106,"Mercedes-Benz Metris","gasoline","automatic"
0,"Ford",0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,48,130774,3,"Suburban",35,"Female",0,3.76777197050435,34798.224203987,"Male",-0.57999380148378,"Nissan Quest",70000,1,3,3.5,30000,-117.427756755739,45.9035054834595,"Oregon",4107,"Nissan Quest","gasoline","CVT"
1,"Tesla",0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,25,109806,3,"Urban",27,"Male",1,4.4493876002362,95943.2228971273,"Female",30,"Infiniti Q50",150000,5,5,5.3,21456.9739987942,-120.715591803687,45.1449375756215,"Oregon",4108,"Infiniti Q50","gasoline","automatic"
0,"Ford",0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,44,147397,2,"Suburban",24,"Male",1,5.18640541953068,43949.1198479664,"Male",12.4200061985162,"Subaru Forester",145000,5,4,4.5,19919.5189192956,-122.082832454514,44.360229043386,"Oregon",4109,"Subaru Forester","electric","CVT"
0,"Tesla",1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,63,111484,5,"Urban",46,"Female",0,5.12291738715112,49687.7552103251,"Female",0.420006198516223,"Jaguar XE",120000,2,1,3.6,20535.9459753419,-117.614330684561,45.0374768787646,"Oregon",4110,"Jaguar XE","gasoline","automatic"
0,"Ford",0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,33,149365,3,"Rural",8,"Male",1,3.91176873492362,37079.4058439787,"Male",4.42000619851622,"Chevrolet Colorado",65000,1,2,2.1,14048.9977878815,-122.702726097039,45.1586893007032,"Oregon",4111,"Chevrolet Colorado","gasoline","automatic"
0,"Toyota",1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,45,125617,5,"Urban",47,"Male",1,4.14167949837053,44603.0022460036,"Female",16.4200061985162,"Volkswagen Jetta",125000,1,4,5,20013.0170188211,-124.278653912916,43.0944078885508,"Oregon",4112,"Volkswagen Jetta","gasoline","manual"
1,"Ford",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,59,101883,4,"Rural",7,"Female",0,3.64741658577144,28395.0408083911,"Female",5,"Nissan Altima",80000,2,5,4.7,16441.0031251132,-123.860341444369,42.0117864118617,"Oregon",4113,"Nissan Altima","gasoline","CVT"
1,"Ford",0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,39,107815,4,"Suburban",34,"Female",0,4.19013930687827,35663.7904684176,"Female",10,"Jaguar I-PACE",20000,3,4,5.7,30000,-122.779004881931,44.2345455297129,"Oregon",4114,"Jaguar I-PACE","electric","automatic"
1,"Ford",0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,27,108723,5,"Suburban",29,"Male",1,4.48013027708274,49126.2364962022,"Female",14,"Nissan Altima",55000,3,2,5.3,9940.69435111816,-120.045044249004,42.7269223795385,"Oregon",4115,"Nissan Altima","gasoline","CVT"
0,"Tesla",1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,26,100681,1,"Suburban",23,"Male",0,4.44502981596014,75665.4370902106,"Male",4.42000619851622,"Smart Fortwo",45000,3,5,5.1,30000,-122.492516826711,45.5520812699941,"Oregon",4116,"Smart Fortwo","electric","automatic"
0,"Ford",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,30,124386,5,"Suburban",23,"Female",0,4.60605229967205,26689.9128316436,"Female",3.42000619851622,"Suzuki Equator",35000,3,4,2.3,30000,-123.419194463151,44.8977987013425,"Oregon",4117,"Suzuki Equator","gasoline","manual"
1,"Ford",1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,20,68110,3,"Urban",42,"Female",0,4.16086092224705,55605.3382184007,"Female",18,"Lucid Air",95000,5,5,1.2,28931.1974354128,-121.524918414843,44.2962728276375,"Oregon",4118,"Lucid Air","electric","automatic"
1,"Tesla",1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,41,33266,5,"Rural",19,"Female",0,4.05151499947291,88621.3308656588,"Male",30,"Acura ILX",60000,1,5,3.3,27355.4648951579,-117.15274551275,42.8453747446902,"Oregon",4119,"Acura ILX","gasoline","automatic"
0,"Tesla",0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,61,65652,5,"Rural",8,"Female",0,4.3669145989507,80623.1387518346,"Female",18.4200061985162,"Mazda 3",135000,2,2,2.2,28749.5781270513,-117.292568822933,45.8916427321433,"Oregon",4120,"Mazda 3","gasoline","manual"
0,"Ford",0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,49,146742,3,"Urban",56.5533587582177,"Male",1,4.51364828692535,41695.6521035172,"Female",15.4200061985162,"Ford Ranger",60000,4,4,1.6,30000,-120.425524644766,44.968994112124,"Oregon",4121,"Ford Ranger","gasoline","automatic"
0,"Tesla",1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,42,93776,5,"Urban",42,"Female",0,4.24976463101415,49968.4284185059,"Female",13.4200061985162,"Honda Fit",45000,5,4,2.2,30000,-124.01320780729,42.0307871310084,"Oregon",4122,"Honda Fit","gasoline","manual"
1,"Ford",0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,39,139583,5,"Suburban",2,"Male",1,4.41056173304022,32015.1286239736,"Female",16,"Subaru Impreza",10000,3,5,1.5,28852.2293064429,-118.658408726941,42.1322191565039,"Oregon",4123,"Subaru Impreza","gasoline","manual"
0,"Tesla",1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,48,72744,3,"Suburban",42,"Male",1,4.06952197196055,54628.9245341904,"Male",0.420006198516223,"Cadillac ATS",40000,1,5,3.3,30000,-117.653059784258,42.4011939880507,"Oregon",4124,"Cadillac ATS","gasoline","automatic"
1,"Ford",0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,44,100045,2,"Rural",10,"Male",0,3.89220286647101,39533.1997026224,"Male",30,"Rivian R1T",20000,2,2,2.5,16361.1497165241,-121.775636714033,43.0155250005812,"Oregon",4125,"Rivian R1T","gasoline","automatic"
1,"Toyota",0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,24,60171,3,"Suburban",17,"Male",1,4.24854353335541,44566.6460491018,"Female",6,"Ford Ranger",5000,2,1,2.2,26879.97860899,-122.602721269324,44.8255107269051,"Oregon",4126,"Ford Ranger","gasoline","automatic"
1,"Toyota",0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,54,143437,3,"Suburban",27,"Female",0,3.52990146549397,23730.6922356831,"Female",9,"Chevrolet City Express",70000,5,5,4.9,21222.9569259938,-122.464473249637,43.0782866503027,"Oregon",4127,"Chevrolet City Express","gasoline","automatic"
0,"Tesla",1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,37,80672,5,"Urban",1,"Female",0,4.30309034149142,72872.3491169512,"Male",15.4200061985162,"GMC Canyon",130000,5,2,2.5,28649.3879414375,-118.958589346501,45.0496090688873,"Oregon",4128,"GMC Canyon","gasoline","automatic"
1,"Toyota",0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,51,254222.96868009,1,"Urban",10,"Male",1,2.61457317482525,34152.8015340911,"Female",6,"Mazda 3",145000,1,3,4,20566.0219213058,-123.758527285105,44.9226833248372,"Oregon",4129,"Mazda 3","gasoline","manual"
0,"Toyota",0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,54,91962,4,"Rural",24,"Female",0,3.4371931518794,39610.0622648373,"Male",2.42000619851622,"Ford Fiesta",80000,1,4,1.3,30000,-117.952295788214,42.0565256173478,"Oregon",4130,"Ford Fiesta","gasoline","manual"
0,"Ford",0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,64,49780,3,"Suburban",6,"Female",1,4.09979989450243,32759.3906759284,"Male",17.4200061985162,"Jaguar I-PACE",40000,2,3,5.3,28687.0464246876,-122.985378922618,44.8825711082377,"Oregon",4131,"Jaguar I-PACE","electric","automatic"
0,"Toyota",0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,39,59848,2,"Suburban",38,"Male",0,2.95413299928016,49093.4098465368,"Female",16.4200061985162,"Volvo XC40",75000,5,5,5.6,28504.94849415,-118.422792819595,43.8536908137867,"Oregon",4132,"Volvo XC40","gasoline","automatic"
1,"Toyota",0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,43,149092,2,"Suburban",42,"Female",0,3.85387912111423,48024.7878458584,"Female",2,"Jeep Gladiator",130000,3,2,5.4,22407.6572788547,-123.285812170528,42.6118903845265,"Oregon",4133,"Jeep Gladiator","gasoline","automatic"
1,"Ford",0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,18,116622,1,"Suburban",31,"Female",0,4.07938947728336,26514.2515693267,"Male",7,"Mazda CX-5",40000,3,1,4.8,18665.0340436793,-124.121005513722,43.5206291129632,"Oregon",4134,"Mazda CX-5","gasoline","automatic"
0,"Tesla",1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,42,116864,2,"Suburban",13,"Male",1,4.86095695789379,53667.0937412418,"Female",2.42000619851622,"Lincoln MKZ",125000,1,3,5.1,19252.360173657,-122.222780778068,45.3755113990017,"Oregon",4135,"Lincoln MKZ","gasoline","automatic"
0,"Tesla",1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,48,105532,2,"Rural",42,"Male",0,4.87758198991207,75650.1478585415,"Male",10.4200061985162,"Nissan Ariya",60000,5,1,3.8,30000,-120.111439543065,43.5731673788126,"Oregon",4136,"Nissan Ariya","electric","automatic"
0,"Toyota",0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,56,90838,2,"Suburban",12,"Female",0,3.35351873583562,39851.4535604045,"Male",15.4200061985162,"Infiniti QX30",45000,1,1,3.2,30000,-118.247958010636,45.9824486129663,"Oregon",4137,"Infiniti QX30","electric","automatic"
0,"Ford",0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,33,140596,5,"Suburban",49,"Male",1,4.06693162123281,46419.2147948779,"Female",25.4200061985162,"Subaru Forester",150000,1,3,5.5,12089.4697956704,-119.610641623932,43.0338714452699,"Oregon",4138,"Subaru Forester","electric","CVT"
1,"Ford",0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,51,144133,2,"Suburban",31,"Male",0,3.3761232894771,37615.2561587864,"Female",17,"Volkswagen Jetta",70000,1,1,1.2,25421.8462515565,-123.428256295022,44.3808695401242,"Oregon",4139,"Volkswagen Jetta","gasoline","manual"
0,"Tesla",1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,64,127285,4,"Urban",29,"Female",1,4.02320172016251,47365.7145723701,"Male",0.420006198516223,"Mini Cooper",20000,3,1,2.2,30000,-117.469414561147,42.0567034207869,"Oregon",4140,"Mini Cooper","gasoline","manual"
0,"Tesla",1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,37,97638,2,"Urban",28,"Male",0,4.07647088993563,60397.380227223,"Female",6.42000619851622,"Mitsubishi Mirage",75000,2,4,4.8,23323.5168590251,-119.181909681645,45.3204256651232,"Oregon",4141,"Mitsubishi Mirage","gasoline","CVT"
0,"Tesla",1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,59,136398,5,"Urban",49,"Female",1,4.55968562397917,83163.0887556821,"Male",22.4200061985162,"Nissan Titan",40000,3,1,5.2,30000,-118.806667881217,45.1868735655759,"Oregon",4142,"Nissan Titan","gasoline","automatic"
0,"Toyota",0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,26,126682,3,"Suburban",24,"Male",1,2.79182394131523,23213.4254276752,"Female",-0.57999380148378,"Honda Civic",80000,4,4,3.5,27623.4633925123,-123.145225280924,42.5172266456075,"Oregon",4143,"Honda Civic","gasoline","CVT"
